시장,종목코드,종목명,업종,가격,당일등락률,시가총액,거래량,거래대금,1주수익률,1개월수익률,3개월수익률,6개월수익률,의심수익률,1단계선별점수,산식버전
미국,DIS,Walt Disney Company (The) Common Stock,Consumer Discretionary,105.56,2.03,182269069375,7886127,832459566.12,,,,,미국 광역 다기간자료 없음,0.9749336619,MSS7.1-S1-US-1.0.0
미국,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,375.01,1.002,336607043573,4652207,1744624147.07,,,,,미국 광역 다기간자료 없음,0.9747346475,MSS7.1-S1-US-1.0.0
미국,CDNS,Cadence Design Systems Inc. Common Stock,Technology,322,4.177,88676546000,2475438,797091036,,,,,미국 광역 다기간자료 없음,0.9744313874,MSS7.1-S1-US-1.0.0
미국,RCL,Royal Caribbean Cruises Ltd. Common Stock,Consumer Discretionary,238.98,3.769,63915699034,5478549,1309263640.02,,,,,미국 광역 다기간자료 없음,0.9736637604,MSS7.1-S1-US-1.0.0
미국,AXP,American Express Company Common Stock,Finance,305.66,1.225,206415203555,3955312,1208980665.92,,,,,미국 광역 다기간자료 없음,0.9731141016,MSS7.1-S1-US-1.0.0
미국,HPE,Hewlett Packard Enterprise Company Common Stock,Technology,63.52,1.909,84320562762,21472929,1363960450.0800002,,,,,미국 광역 다기간자료 없음,0.9722706596,MSS7.1-S1-US-1.0.0
미국,DDOG,Datadog Inc. Class A Common Stock,Technology,256.92,2.159,92253555166,3489556,896536727.5200001,,,,,미국 광역 다기간자료 없음,0.9712471569,MSS7.1-S1-US-1.0.0
미국,XOM,ExxonMobil Holdings Corporation Common Stock,Energy,162.14,0.564,666705405194,12484958,2024311090.12,,,,,미국 광역 다기간자료 없음,0.9709628506,MSS7.1-S1-US-1.0.0
미국,CSCO,Cisco Systems Inc. Common Stock (DE),Telecommunications,106.97,0.507,421738517805,32362244,3461789240.68,,,,,미국 광역 다기간자료 없음,0.9706690675,MSS7.1-S1-US-1.0.0
미국,P,Everpure Inc. Class A common stock,Technology,121.88,11.154,40613737352,11664669,1421689857.72,,,,,미국 광역 다기간자료 없음,0.9703658074,MSS7.1-S1-US-1.0.0
미국,JNJ,Johnson & Johnson Common Stock,Health Care,270.68,0.561,652311352236,6323739,1711709672.52,,,,,미국 광역 다기간자료 없음,0.9697877180,MSS7.1-S1-US-1.0.0
미국,DHR,Danaher Corporation Common Stock,Industrials,223.77,0.997,157307189304,6196751,1386646971.27,,,,,미국 광역 다기간자료 없음,0.9696076573,MSS7.1-S1-US-1.0.0
미국,SNPS,Synopsys Inc. Common Stock,Technology,424.91,2.869,81428327252,1716358,729297677.7800001,,,,,미국 광역 다기간자료 없음,0.9695792267,MSS7.1-S1-US-1.0.0
미국,APH,Amphenol Corporation Common Stock,Technology,83.08,1.083,204872531215,11712129,973043677.3199999,,,,,미국 광역 다기간자료 없음,0.9695413192,MSS7.1-S1-US-1.0.0
미국,PLTR,Palantir Technologies Inc. Class A Common Stock,Technology,192.59,0.417,462611479713,22675964,4367163906.76,,,,,미국 광역 다기간자료 없음,0.9693991660,MSS7.1-S1-US-1.0.0
미국,WELL,Welltower Inc. Common Stock,Real Estate,233.61,1.627,168373228003,2751259,642721614.99,,,,,미국 광역 다기간자료 없음,0.9691717210,MSS7.1-S1-US-1.0.0
미국,CTAS,Cintas Corporation Common Stock,Industrials,197.68,2.974,78976474501,3398787,671872214.16,,,,,미국 광역 다기간자료 없음,0.9685652009,MSS7.1-S1-US-1.0.0
미국,BKNG,Booking Holdings Inc. Common Stock,Consumer Discretionary,157.41,0.969,118274804505,9501590,1495645281.8999999,,,,,미국 광역 다기간자료 없음,0.9681861259,MSS7.1-S1-US-1.0.0
미국,NFLX,Netflix Inc. Common Stock,Consumer Discretionary,71.72,0.504,298637753563,28224058,2024229439.76,,,,,미국 광역 다기간자료 없음,0.9680818802,MSS7.1-S1-US-1.0.0
미국,ANET,Arista Networks Inc. Common Stock,Telecommunications,205.7,1.096,259433910094,3559074,732101521.8,,,,,미국 광역 다기간자료 없음,0.9679776346,MSS7.1-S1-US-1.0.0
미국,ABNB,Airbnb Inc. Class A Common Stock,Consumer Discretionary,151.39,1.21,90650164398,8597733,1301610798.87,,,,,미국 광역 다기간자료 없음,0.9671721001,MSS7.1-S1-US-1.0.0
미국,JPM,JP Morgan Chase & Co. Common Stock,Finance,338.56,0.305,899955518179,6941751,2350199218.56,,,,,미국 광역 다기간자료 없음,0.9666887794,MSS7.1-S1-US-1.0.0
미국,ILMN,Illumina Inc. Common Stock,Health Care,273.9,7.252,41358900000,3480314,953258004.5999999,,,,,미국 광역 다기간자료 없음,0.9664708112,MSS7.1-S1-US-1.0.0
미국,PFE,Pfizer Inc. Common Stock,Health Care,28.41,0.816,161927726663,34774778,987951442.98,,,,,미국 광역 다기간자료 없음,0.9644143290,MSS7.1-S1-US-1.0.0
미국,GEV,GE Vernova Inc. Common Stock,Technology,955.04,0.338,254359223198,1683690,1607991297.6,,,,,미국 광역 다기간자료 없음,0.9631254738,MSS7.1-S1-US-1.0.0
미국,BLK,BlackRock Inc. Common Stock,Finance,1073.45,1.184,166244406074,501393,538220315.85,,,,,미국 광역 다기간자료 없음,0.9627558757,MSS7.1-S1-US-1.0.0
미국,COP,ConocoPhillips Common Stock,Energy,129.34,0.976,155380989534,5362096,693533496.64,,,,,미국 광역 다기간자료 없음,0.9624810462,MSS7.1-S1-US-1.0.0
미국,AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,249.38,0.044,2689890878585,33040160,8239555100.8,,,,,미국 광역 다기간자료 없음,0.9624431387,MSS7.1-S1-US-1.0.0
미국,CRM,Salesforce Inc. Common Stock,Technology,238.22,0.269,196055060000,11073961,2638038989.42,,,,,미국 광역 다기간자료 없음,0.9618176649,MSS7.1-S1-US-1.0.0
미국,PWR,Quanta Services Inc. Common Stock,Industrials,643.5,1.355,94806712787,938055,603638392.5,,,,,미국 광역 다기간자료 없음,0.9616186505,MSS7.1-S1-US-1.0.0
미국,A,Agilent Technologies Inc. Common Stock,Industrials,172.84,4.549,48728583125,3053449,527758125.16,,,,,미국 광역 다기간자료 없음,0.9607088704,MSS7.1-S1-US-1.0.0
미국,DVN,Devon Energy Corporation Common Stock,Energy,48.9,1.79,53790000000,17590827,860191440.3,,,,,미국 광역 다기간자료 없음,0.9606330553,MSS7.1-S1-US-1.0.0
미국,T,AT&T Inc.,Telecommunications,25.45,0.593,174393214793,34217821,870843544.4499999,,,,,미국 광역 다기간자료 없음,0.9603961334,MSS7.1-S1-US-1.0.0
미국,WFC,Wells Fargo & Company Common Stock,Finance,82.18,0.342,248512265432,12235786,1005536893.4800001,,,,,미국 광역 다기간자료 없음,0.9593442002,MSS7.1-S1-US-1.0.0
미국,BAC,Bank of America Corporation Common Stock,Finance,56.03,0.054,391803690891,40990268,2296684716.04,,,,,미국 광역 다기간자료 없음,0.9593442002,MSS7.1-S1-US-1.0.0
미국,CVX,Chevron Corporation Common Stock,Energy,205.65,0.068,406317362498,9387794,1930599836.1000001,,,,,미국 광역 다기간자료 없음,0.9593442002,MSS7.1-S1-US-1.0.0
미국,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,522.38,1.17,132402917479,941060,491590922.8,,,,,미국 광역 다기간자료 없음,0.9589651251,MSS7.1-S1-US-1.0.0
미국,BMY,Bristol-Myers Squibb Company Common Stock,Health Care,61.5,0.572,125626951344,14902838,916524537,,,,,미국 광역 다기간자료 없음,0.9586334344,MSS7.1-S1-US-1.0.0
미국,MPC,Marathon Petroleum Corporation Common Stock,Energy,390.95,0.662,109788441095,2091003,817477622.85,,,,,미국 광역 다기간자료 없음,0.9577236543,MSS7.1-S1-US-1.0.0
미국,HLT,Hilton Worldwide Holdings Inc. Common Stock,Consumer Discretionary,312.13,1.598,70249510358,1683408,525442139.04,,,,,미국 광역 다기간자료 없음,0.9576099318,MSS7.1-S1-US-1.0.0
미국,C,Citigroup Inc. Common Stock,Finance,132.1,0.129,221589399034,8648713,1142494987.3,,,,,미국 광역 다기간자료 없음,0.9557335102,MSS7.1-S1-US-1.0.0
미국,IQV,IQVIA Holdings Inc. Common Stock,Health Care,275.02,2.673,45268292000,1893424,520729468.47999996,,,,,미국 광역 다기간자료 없음,0.9550322214,MSS7.1-S1-US-1.0.0
미국,KO,Coca-Cola Company (The) Common Stock,Consumer Staples,88.1,0.011,379054588308,13169076,1160195595.6,,,,,미국 광역 다기간자료 없음,0.9542835481,MSS7.1-S1-US-1.0.0
미국,PM,Philip Morris International Inc Common Stock,Health Care,191.5,0.346,298474473569,3151332,603480078,,,,,미국 광역 다기간자료 없음,0.9540087187,MSS7.1-S1-US-1.0.0
미국,ABBV,AbbVie Inc. Common Stock,Health Care,265.12,0.015,468498134599,3458170,916830030.4,,,,,미국 광역 다기간자료 없음,0.9525966641,MSS7.1-S1-US-1.0.0
미국,OXY,Occidental Petroleum Corporation Common Stock,Energy,58.05,1.203,58028949387,9848599,571711171.9499999,,,,,미국 광역 다기간자료 없음,0.9517816528,MSS7.1-S1-US-1.0.0
미국,COIN,Coinbase Global Inc. Class A Common Stock,Finance,199.21,0.545,52558953431,7383844,1470935563.24,,,,,미국 광역 다기간자료 없음,0.9512509477,MSS7.1-S1-US-1.0.0
미국,WBD,Warner Bros. Discovery Inc. Series A Common Stock,Telecommunications,30.84,0.26,77430090204,46110292,1422041405.28,,,,,미국 광역 다기간자료 없음,0.9507771039,MSS7.1-S1-US-1.0.0
미국,FANG,Diamondback Energy Inc. Common Stock,Energy,189.01,1.81,52927402961,2306992,436044557.91999996,,,,,미국 광역 다기간자료 없음,0.9507012889,MSS7.1-S1-US-1.0.0
미국,AZO,AutoZone Inc. Common Stock,Consumer Discretionary,2861.75,0.647,46719084671,481887,1379040122.25,,,,,미국 광역 다기간자료 없음,0.9502274450,MSS7.1-S1-US-1.0.0
미국,WAT,Waters Corporation Common Stock,Industrials,430.3,2.314,42276162163,1031521,443863486.3,,,,,미국 광역 다기간자료 없음,0.9498009856,MSS7.1-S1-US-1.0.0
미국,ISRG,Intuitive Surgical Inc. Common Stock,Health Care,399.52,0.306,141141641742,1565480,625440569.6,,,,,미국 광역 다기간자료 없음,0.9498009856,MSS7.1-S1-US-1.0.0
미국,COF,Capital One Financial Corporation Common Stock,Finance,196.61,0.26,120617253606,3688181,725133266.4100001,,,,,미국 광역 다기간자료 없음,0.9497630781,MSS7.1-S1-US-1.0.0
미국,LRCX,Lam Research Corporation Common Stock,Technology,307.16,-0.039,384355758360,7904001,2427792947.1600003,,,,,미국 광역 다기간자료 없음,0.9497630781,MSS7.1-S1-US-1.0.0
미국,DAL,Delta Air Lines Inc. Common Stock,Consumer Discretionary,82.76,1.235,54424881963,6256485,517786698.6,,,,,미국 광역 다기간자료 없음,0.9495924943,MSS7.1-S1-US-1.0.0
미국,PH,Parker-Hannifin Corporation Common Stock,Industrials,974.98,0.388,122957082377,552302,538483403.96,,,,,미국 광역 다기간자료 없음,0.9495545868,MSS7.1-S1-US-1.0.0
미국,AMAT,Applied Materials Inc. Common Stock,Technology,474.25,-0.027,376363587343,4165383,1975432887.75,,,,,미국 광역 다기간자료 없음,0.9492323730,MSS7.1-S1-US-1.0.0
미국,TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,131.63,0.03,144789585649,8134248,1070711064.24,,,,,미국 광역 다기간자료 없음,0.9491849886,MSS7.1-S1-US-1.0.0
미국,BNY,The Bank of New York Mellon Corporation Common Stock,Finance,150.19,0.455,101904537087,3544771,532389156.49,,,,,미국 광역 다기간자료 없음,0.9486921911,MSS7.1-S1-US-1.0.0
미국,KR,Kroger Company (The) Common Stock,Consumer Staples,58.92,2.221,34797486204,8089118,476610832.56,,,,,미국 광역 다기간자료 없음,0.9476023503,MSS7.1-S1-US-1.0.0
미국,MRK,Merck & Company Inc. Common Stock (new),Health Care,147.98,-0.068,365092058991,10312766,1526083112.6799998,,,,,미국 광역 다기간자료 없음,0.9469579227,MSS7.1-S1-US-1.0.0
미국,ALL,Allstate Corporation (The) Common Stock,Finance,227.17,0.669,57441740502,2967263,674073135.7099999,,,,,미국 광역 다기간자료 없음,0.9468347233,MSS7.1-S1-US-1.0.0
미국,AAPL,Apple Inc. Common Stock,Technology,335.92,-0.326,4902476945600,24733329,8308419877.68,,,,,미국 광역 다기간자료 없음,0.9465409401,MSS7.1-S1-US-1.0.0
미국,SYY,Sysco Corporation Common Stock,Consumer Discretionary,78.19,1.361,38462752532,6855586,536038269.34,,,,,미국 광역 다기간자료 없음,0.9463608795,MSS7.1-S1-US-1.0.0
미국,GE,GE Aerospace Common Stock,Technology,319.78,-0.006,331791740407,3728020,1192146235.6,,,,,미국 광역 다기간자료 없음,0.9460102350,MSS7.1-S1-US-1.0.0
미국,CAH,Cardinal Health Inc. Common Stock,Health Care,222.62,0.61,51549741384,3480951,774929311.62,,,,,미국 광역 다기간자료 없음,0.9457543594,MSS7.1-S1-US-1.0.0
미국,NVDA,NVIDIA Corporation Common Stock,Technology,224.58,-0.412,5412378000000,77808203,17474166229.74,,,,,미국 광역 다기간자료 없음,0.9447119030,MSS7.1-S1-US-1.0.0
미국,EMR,Emerson Electric Company Common Stock,Technology,156.14,1.003,87094892000,2071934,323511774.76,,,,,미국 광역 다기간자료 없음,0.9445981804,MSS7.1-S1-US-1.0.0
미국,STT,State Street Corporation Common Stock,Finance,181.09,0.634,49745742624,3492741,632500467.69,,,,,미국 광역 다기간자료 없음,0.9431861259,MSS7.1-S1-US-1.0.0
미국,AMGN,Amgen Inc. Common Stock,Health Care,406.04,-0.012,219518219310,2525241,1025348855.6400001,,,,,미국 광역 다기간자료 없음,0.9431197877,MSS7.1-S1-US-1.0.0
미국,VEEV,Veeva Systems Inc. Class A Common Stock,Technology,274.84,1.511,44499028334,1380053,379293766.52,,,,,미국 광역 다기간자료 없음,0.9429776346,MSS7.1-S1-US-1.0.0
미국,XYZ,Block Inc. Class A Common Stock,Technology,76.74,2.758,46105008300,3654550,280450167,,,,,미국 광역 다기간자료 없음,0.9429112964,MSS7.1-S1-US-1.0.0
미국,HWM,Howmet Aerospace Inc. Common Stock,Industrials,229.38,0.262,91477064903,2228095,511080431.09999996,,,,,미국 광역 다기간자료 없음,0.9423332070,MSS7.1-S1-US-1.0.0
미국,FIX,Comfort Systems USA Inc. Common Stock,Industrials,1643.39,1.076,57838008335,218394,358906515.66,,,,,미국 광역 다기간자료 없음,0.9416319181,MSS7.1-S1-US-1.0.0
미국,EOG,EOG Resources Inc. Common Stock,Energy,142.86,0.719,74934238083,2672414,381781064.04,,,,,미국 광역 다기간자료 없음,0.9415181956,MSS7.1-S1-US-1.0.0
미국,CIEN,Ciena Corporation Common Stock,Utilities,358.43,0.708,50828429616,1421174,509391396.82,,,,,미국 광역 다기간자료 없음,0.9414423806,MSS7.1-S1-US-1.0.0
미국,HUM,Humana Inc. Common Stock,Health Care,380.32,1.478,45668942739,899024,341916807.68,,,,,미국 광역 다기간자료 없음,0.9412054587,MSS7.1-S1-US-1.0.0
미국,MSFT,Microsoft Corporation Common Stock,Technology,497.93,-0.531,3697401866334,16657760,8294398436.8,,,,,미국 광역 다기간자료 없음,0.9408263836,MSS7.1-S1-US-1.0.0
미국,ICE,Intercontinental Exchange Inc. Common Stock,Finance,156.93,0.371,88099636845,2683552,421129815.36,,,,,미국 광역 다기간자료 없음,0.9402956785,MSS7.1-S1-US-1.0.0
미국,KEYS,Keysight Technologies Inc. Common Stock,Industrials,357.54,1.183,60869306127,845305,302230349.7,,,,,미국 광역 다기간자료 없음,0.9401156179,MSS7.1-S1-US-1.0.0
미국,BSX,Boston Scientific Corporation Common Stock,Health Care,44.68,0.134,64751575222,17297544,772854265.92,,,,,미국 광역 다기간자료 없음,0.9401156179,MSS7.1-S1-US-1.0.0
미국,SCHW,Charles Schwab Corporation (The) Common Stock,Finance,99.49,-0.01,172051610186,8907176,886174940.24,,,,,미국 광역 다기간자료 없음,0.9398786960,MSS7.1-S1-US-1.0.0
미국,TSLA,Tesla Inc. Common Stock,Industrials,377.94,-0.574,1492691942088,26166375,9889319767.5,,,,,미국 광역 다기간자료 없음,0.9397934041,MSS7.1-S1-US-1.0.0
미국,EQT,EQT Corporation Common Stock,Energy,51.87,1.586,32445514920,8136207,422025057.09,,,,,미국 광역 다기간자료 없음,0.9397460197,MSS7.1-S1-US-1.0.0
미국,BRK/B,Berkshire Hathaway Inc.,Uncategorized,505.18,-0.392,1114584378402,2706197,1367116600.46,,,,,미국 광역 다기간자료 없음,0.9395754359,MSS7.1-S1-US-1.0.0
미국,TRV,The Travelers Companies Inc. Common Stock,Finance,362.39,0.555,75585502223,1053647,381831136.33,,,,,미국 광역 다기간자료 없음,0.9393100834,MSS7.1-S1-US-1.0.0
미국,AME,AMETEK Inc.,Industrials,247.74,0.523,56797180589,1992119,493527561.06,,,,,미국 광역 다기간자료 없음,0.9392058378,MSS7.1-S1-US-1.0.0
미국,EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,261.75,1.046,29969299469,2276975,595998206.25,,,,,미국 광역 다기간자료 없음,0.9386277483,MSS7.1-S1-US-1.0.0
미국,CVNA,Carvana Co. Class A Common Stock,Consumer Discretionary,64.18,0.36,70627764759,6971754,447447171.72,,,,,미국 광역 다기간자료 없음,0.9382391964,MSS7.1-S1-US-1.0.0
미국,ROST,Ross Stores Inc. Common Stock,Consumer Discretionary,235.4,0.607,75199262094,1454504,342390241.6,,,,,미국 광역 다기간자료 없음,0.9378506444,MSS7.1-S1-US-1.0.0
미국,KLAC,KLA Corporation Common Stock,Technology,187.11,-0.399,244179764718,7799579,1459379226.69,,,,,미국 광역 다기간자료 없음,0.9365049280,MSS7.1-S1-US-1.0.0
미국,GDDY,GoDaddy Inc. Class A Common Stock,Technology,100.81,4.596,12767355040,9575838,965340228.78,,,,,미국 광역 다기간자료 없음,0.9354909022,MSS7.1-S1-US-1.0.0
미국,TMUS,T-Mobile US Inc. Common Stock,Telecommunications,165.35,-0.187,177366251210,4986518,824520751.3,,,,,미국 광역 다기간자료 없음,0.9352918878,MSS7.1-S1-US-1.0.0
미국,FTNT,Fortinet Inc. Common Stock,Technology,178.67,-0.039,131092618382,3759637,671734342.79,,,,,미국 광역 다기간자료 없음,0.9350928734,MSS7.1-S1-US-1.0.0
미국,ORLY,O'Reilly Automotive Inc. Common Stock,Consumer Discretionary,86.24,0.396,69764778702,4350290,375169009.59999996,,,,,미국 광역 다기간자료 없음,0.9348559515,MSS7.1-S1-US-1.0.0
미국,LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,171.06,1.201,40307528092,1936698,331291559.88,,,,,미국 광역 다기간자료 없음,0.9348085671,MSS7.1-S1-US-1.0.0
미국,LIN,Linde plc Ordinary Shares,Basic Materials,468.14,-0.336,215803253507,2085195,976163187.3,,,,,미국 광역 다기간자료 없음,0.9343157695,MSS7.1-S1-US-1.0.0
미국,RL,Ralph Lauren Corporation Common Stock,Industrials,351.86,4.264,20964606615,944506,332333881.16,,,,,미국 광역 다기간자료 없음,0.9333396513,MSS7.1-S1-US-1.0.0
미국,UBER,Uber Technologies Inc. Common Stock,Consumer Discretionary,69.22,-0.288,141386011576,14479710,1002285526.1999999,,,,,미국 광역 다기간자료 없음,0.9331501137,MSS7.1-S1-US-1.0.0
미국,GLW,Corning Incorporated Common Stock,Industrials,154.15,-0.214,132783011224,5401611,832658335.65,,,,,미국 광역 다기간자료 없음,0.9327615618,MSS7.1-S1-US-1.0.0
미국,GWW,W.W. Grainger Inc. Common Stock,Industrials,1279.47,0.693,60264242261,229698,293891700.06,,,,,미국 광역 다기간자료 없음,0.9324109174,MSS7.1-S1-US-1.0.0
미국,SMCI,Super Micro Computer Inc. Common Stock,Technology,41.51,0.169,27270633090,34885564,1448099761.6399999,,,,,미국 광역 다기간자료 없음,0.9318328279,MSS7.1-S1-US-1.0.0
미국,MCD,McDonald's Corporation Common Stock,Consumer Discretionary,237.02,-0.545,167725195678,7387536,1750993782.72,,,,,미국 광역 다기간자료 없음,0.9315674754,MSS7.1-S1-US-1.0.0
미국,RVTY,Revvity Inc. Common Stock,Industrials,150.68,6.031,16813838903,2540204,382757938.72,,,,,미국 광역 다기간자료 없음,0.9314632297,MSS7.1-S1-US-1.0.0
미국,CRL,Charles River Laboratories International Inc. Common Stock,Health Care,294.44,6.17,14056233472,1591190,468509983.6,,,,,미국 광역 다기간자료 없음,0.9313779378,MSS7.1-S1-US-1.0.0
미국,NTAP,NetApp Inc. Common Stock,Technology,197.24,0.464,38741684546,2347973,463114194.52000004,,,,,미국 광역 다기간자료 없음,0.9313021228,MSS7.1-S1-US-1.0.0
미국,WM,Waste Management Inc. Common Stock,Utilities,207.96,0.038,83124769665,2028646,421877222.16,,,,,미국 광역 다기간자료 없음,0.9312357847,MSS7.1-S1-US-1.0.0
미국,MRVL,Marvell Technology Inc. Common Stock,Technology,258.95,-0.747,227073255000,13424764,3476342637.7999997,,,,,미국 광역 다기간자료 없음,0.9311978772,MSS7.1-S1-US-1.0.0
미국,CAT,Caterpillar Inc. Common Stock,Industrials,805.25,-0.834,370153204367,2198329,1770204427.25,,,,,미국 광역 다기간자료 없음,0.9292456406,MSS7.1-S1-US-1.0.0
미국,COST,Costco Wholesale Corporation Common Stock,Consumer Discretionary,896.48,-0.909,397569878210,2893937,2594356641.76,,,,,미국 광역 다기간자료 없음,0.9291603487,MSS7.1-S1-US-1.0.0
미국,UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,111.19,0.424,36090469609,4004924,445307499.56,,,,,미국 광역 다기간자료 없음,0.9287244124,MSS7.1-S1-US-1.0.0
미국,DG,Dollar General Corporation Common Stock,Consumer Discretionary,122.53,1.6,27032175279,2324818,284859949.54,,,,,미국 광역 다기간자료 없음,0.9285253980,MSS7.1-S1-US-1.0.0
미국,PSX,Phillips 66 Common Stock,Energy,255.87,-0.238,102097481777,2751872,704121488.64,,,,,미국 광역 다기간자료 없음,0.9279283548,MSS7.1-S1-US-1.0.0
미국,RDDT,Reddit Inc. Class A Common Stock,Technology,152.72,0.487,29382795007,3262617,498266868.24,,,,,미국 광역 다기간자료 없음,0.9278335861,MSS7.1-S1-US-1.0.0
미국,MO,Altria Group Inc.,Health Care,68.88,-0.102,115011961623,7382115,508480081.2,,,,,미국 광역 다기간자료 없음,0.9277293404,MSS7.1-S1-US-1.0.0
미국,PANW,Palo Alto Networks Inc. Common Stock,Technology,389.92,-0.859,318954560000,3970230,1548072081.6000001,,,,,미국 광역 다기간자료 없음,0.9276156179,MSS7.1-S1-US-1.0.0
미국,PGR,Progressive Corporation (The) Common Stock,Finance,202.17,-0.473,117535930741,5083600,1027751411.9999999,,,,,미국 광역 다기간자료 없음,0.9276061410,MSS7.1-S1-US-1.0.0
미국,NKE,Nike Inc. Common Stock,Consumer Discretionary,35.99,-0.166,53391118321,39238510,1412193974.9,,,,,미국 광역 다기간자료 없음,0.9273407885,MSS7.1-S1-US-1.0.0
미국,EXE,Expand Energy Corporation Common Stock,Energy,88.62,1.815,20515865781,3935650,348777303,,,,,미국 광역 다기간자료 없음,0.9271417741,MSS7.1-S1-US-1.0.0
미국,TFC,Truist Financial Corporation Common Stock,Finance,47.18,0.383,57636323550,6372158,300638414.44,,,,,미국 광역 다기간자료 없음,0.9270849128,MSS7.1-S1-US-1.0.0
미국,PYPL,PayPal Holdings Inc. Common Stock,Industrials,52.6,0.171,44997241972,8535955,448991233,,,,,미국 광역 다기간자료 없음,0.9270564822,MSS7.1-S1-US-1.0.0
미국,OKE,ONEOK Inc. Common Stock,Utilities,91.18,0.707,57477106237,2702688,246431091.84,,,,,미국 광역 다기간자료 없음,0.9268290371,MSS7.1-S1-US-1.0.0
미국,AVGO,Broadcom Inc. Common Stock,Technology,350.36,-1.304,1672488959501,20930805,7333316839.8,,,,,미국 광역 다기간자료 없음,0.9253032600,MSS7.1-S1-US-1.0.0
미국,ADP,Automatic Data Processing Inc. Common Stock,Technology,263.11,-0.216,104523798732,1993703,524563196.33000004,,,,,미국 광역 다기간자료 없음,0.9250663381,MSS7.1-S1-US-1.0.0
미국,NET,Cloudflare Inc. Class A Common Stock,Technology,358.82,1.842,127768523336,3160216,1133948705.12,,,,,미국 광역 다기간자료 없음,0.9250284306,MSS7.1-S1-US-1.0.0
미국,TXN,Texas Instruments Incorporated Common Stock,Technology,270.65,-0.723,247170486216,3342437,904630574.05,,,,,미국 광역 다기간자료 없음,0.9247251706,MSS7.1-S1-US-1.0.0
미국,ADI,Analog Devices Inc. Common Stock,Technology,382.61,-0.68,185399592564,2372478,907733807.58,,,,,미국 광역 다기간자료 없음,0.9246588324,MSS7.1-S1-US-1.0.0
미국,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Technology,259.67,-1.074,265885160422,8399301,2181046490.67,,,,,미국 광역 다기간자료 없음,0.9242608036,MSS7.1-S1-US-1.0.0
미국,ELV,Elevance Health Inc. Common Stock,Health Care,398.25,-0.078,86368194743,1169493,465750587.25,,,,,미국 광역 다기간자료 없음,0.9241565580,MSS7.1-S1-US-1.0.0
미국,TGT,Target Corporation Common Stock,Consumer Discretionary,156.15,-0.07,70938435326,3349065,522956499.75,,,,,미국 광역 다기간자료 없음,0.9237206217,MSS7.1-S1-US-1.0.0
미국,LMT,Lockheed Martin Corporation Common Stock,Industrials,523.7,-0.187,120865117346,833635,436574649.50000006,,,,,미국 광역 다기간자료 없음,0.9235026535,MSS7.1-S1-US-1.0.0
미국,NUE,Nucor Corporation Common Stock,Industrials,247.96,0.397,56256092621,1076224,266860503.04000002,,,,,미국 광역 다기간자료 없음,0.9233889310,MSS7.1-S1-US-1.0.0
미국,MET,MetLife Inc. Common Stock,Finance,97.25,0.051,61800131151,3442899,334821927.75,,,,,미국 광역 다기간자료 없음,0.9230098560,MSS7.1-S1-US-1.0.0
미국,CRWV,CoreWeave Inc. Class A Common Stock,Technology,90.13,3.717,49709993938,33748966,3041794305.58,,,,,미국 광역 다기간자료 없음,0.9229909022,MSS7.1-S1-US-1.0.0
미국,PLD,Prologis Inc. Common Stock,Real Estate,133.82,-0.105,126871530320,2763976,369875268.32,,,,,미국 광역 다기간자료 없음,0.9223843821,MSS7.1-S1-US-1.0.0
미국,MAR,Marriott International Class A Common Stock,Consumer Discretionary,351.51,-0.043,91661957895,1105809,388702921.59,,,,,미국 광역 다기간자료 없음,0.9221379833,MSS7.1-S1-US-1.0.0
미국,RKLB,Rocket Lab Corporation Common Stock,Industrials,73.61,4.694,46209394388,25304986,1862700019.46,,,,,미국 광역 다기간자료 없음,0.9218631539,MSS7.1-S1-US-1.0.0
미국,LH,Labcorp Holdings Inc. Common Stock,Health Care,308.95,1.635,25055845000,785195,242585995.25,,,,,미국 광역 다기간자료 없음,0.9217683851,MSS7.1-S1-US-1.0.0
미국,MRSH,Marsh Common Stock,Finance,169.93,-0.264,81092510771,3197094,543282183.4200001,,,,,미국 광역 다기간자료 없음,0.9216451857,MSS7.1-S1-US-1.0.0
미국,JBL,Jabil Inc. Common Stock,Technology,310.69,0.628,32556300681,973443,302439005.67,,,,,미국 광역 다기간자료 없음,0.9214461713,MSS7.1-S1-US-1.0.0
미국,UNP,Union Pacific Corporation Common Stock,Industrials,274.07,-0.53,162818271737,2087902,572231301.14,,,,,미국 광역 다기간자료 없음,0.9213514026,MSS7.1-S1-US-1.0.0
미국,SBUX,Starbucks Corporation Common Stock,Consumer Discretionary,93.65,-0.521,106761000000,7232572,677330367.8000001,,,,,미국 광역 다기간자료 없음,0.9211902957,MSS7.1-S1-US-1.0.0
미국,LITE,Lumentum Holdings Inc. Common Stock,Telecommunications,929.04,-0.85,83334888000,3677047,3416123744.8799996,,,,,미국 광역 다기간자료 없음,0.9210102350,MSS7.1-S1-US-1.0.0
